Substrate,Product,Boronic Ester,Active Catalyst-Ligand,Catalyst,Ligand,Buried_Vol,PyramidalizationAR,PyramidalizationG,SASA_area,SASA_vol,Sterimol_L,SterimolB_1,Sterimol_B_5,Buried_Sterimol_L,Buried_SterimolB_1,Buried_Sterimol_B_5,Hirshfeld Heavy Atom Charge,CM5 Charge,Hirshfeld Carbon Charge,Hirshfeld Hydrogen Charge,ESP Heavy Atom Charge,ESP Carbon Charge,ESP Hydrogen Charge,NPA Carbon Charge,NPA Hydrogen Charge,MBS Heavy Atom Charge,MBS Carbon Charge,MBS Hydrogen Charge,Mulliken Heavy Charge,Mulliken Carbon Charge,Mulliken Hydrogen Charge,Solvent,Temp,Aliphatic Atom Count,Aliphatic Bond Count,Aliphatic Ring Count,Aromatic Atom Count,Aromatic Bond Count,Aromatic Ring Count,Steric Effect Index,Atomic_Polarizability,Balaban Index,Chain Atom Count,Distance Degree,Dreiding Energy,Eccentricity,Harary Index,Hydrogen Acceptor Count,Hydrogen Acceptor Site Count,Heteroatom Aromatic Ring Count,Hydrogen Donor Count,Hydrogen Donor Site Count,Hyper Wiener Index,Largest Ring Size,Max Projection Area,Max Projection Radius,MaxZ,Moleculare Polarizability,Platt Index,Refractivity,Ring Atom Count,Rot Bond Count,Sigma Electronegativity,Wiener Index,Product_Ratio
"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2","InChI=1S/C12H18BNO3/c1-11(2)12(3,4)17-13(16-11)9-7-8(15)5-6-10(9)14/h5-7,15H,14H2,1-4H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.019386,-0.009014,-0.063671,0.044285,-0.091687,-0.230515,0.138828,-0.23061,0.20232,-0.02926,-0.128444,0.099184,-0.017101,-0.123399,0.106298,1,80,2,2,0,6,6,1,2.392546579,1.359456,2.192377158,2,14,14.8,3,16.03333333,2,3,0,2,3,115,6,40.8674738,4.377024276,3.847553489,12.06946585,20,32.7393,6,0,8.459371771,62,1
"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2","InChI=1S/C12H18BNO3/c1-11(2)12(3,4)17-13(16-11)9-7-8(14)5-6-10(9)15/h5-7,15H,14H2,1-4H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.006937,0.001711,-0.059569,0.052632,-0.06817,-0.220664,0.152495,-0.23158,0.21822,0.002016,-0.116194,0.11821,0.264222,0.136752,0.127469,1,80,2,2,0,6,6,1,3.144679667,1.359456,2.192377158,2,14,14.8,4,16.03333333,2,3,0,2,3,115,6,40.8674738,4.377024276,3.847553489,12.06946585,20,32.7393,6,0,8.347396454,62,0
"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3","InChI=1S/C13H20BNO3/c1-12(2)13(3,4)18-14(17-12)10-8-9(16-5)6-7-11(10)15/h6-8H,15H2,1-5H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.021019,-0.010654,-0.064665,0.043646,-0.064824,-0.206443,0.141618,-0.23265,0.2021,-0.031185,-0.129441,0.098256,0.243588,0.138287,0.105301,1,80,3,3,0,6,6,1,2.429583616,1.359456,1.938134885,3,17,18.28,3,19.06666667,2,3,0,1,2,187,6,45.66807775,5.097732339,4.639671137,13.98503017,22,37.2216,6,1,8.474584032,90,1
"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3","InChI=1S/C13H20BNO3/c1-12(2)13(3,4)18-14(17-12)10-8-9(15)6-7-11(10)16-5/h6-8H,15H2,1-5H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.008165,0.001127,-0.059226,0.051061,-0.112764,-0.240358,0.127594,-0.21961,0.21766,0.004842,-0.1123,0.117142,-0.264915,-0.38896,0.124044,1,80,3,3,0,6,6,1,3.152679667,1.359456,1.938134885,3,19,18.28,5,19.06666667,2,3,0,1,2,187,6,45.66807775,5.097732339,4.639671137,13.98503017,22,37.2216,6,1,8.355017026,90,0
"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3","InChI=1S/C13H20BNO3/c1-12(2)13(3,4)18-14(17-12)9-16-11-7-5-10(15)6-8-11/h5-8H,9,15H2,1-4H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.119208,0.176099,-0.01204,0.051576,0.231735,0.203389,0.039737,-0.20628,0.18987,0.237084,-0.068531,0.117583,0.197993,-0.236682,0.155509,1,80,3,3,0,6,6,1,2.430661741,1.359456,1.938134885,3,18,18.28,4,19.06666667,2,3,0,1,2,187,6,45.66807775,5.097732339,4.639671137,13.98503017,22,37.2216,6,1,8.240246182,90,0
"InChI=1S/C7H6F3N/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4H,11H2","InChI=1S/C13H17BF3NO2/c1-11(2)12(3,4)20-14(19-11)9-6-5-8(7-10(9)18)13(15,16)17/h5-7H,18H2,1-4H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.055063,-0.048048,-0.093777,0.038714,-0.210299,-0.347007,0.136708,-0.33495,0.21085,-0.076546,-0.179658,0.103111,0.514854,0.400458,0.114396,1,80,5,5,0,6,6,1,2.587126782,1.359456,2.237016257,5,22,18.23,3,26.78333333,1,1,0,1,2,317,6,47.35586662,4.715338761,5.576334875,12.6603121,32,36.7321,6,1,8.441033776,148,1
"InChI=1S/C7H6F3N/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4H,11H2","InChI=1S/C13H17BF3NO2/c1-11(2)12(3,4)20-14(19-11)9-5-8(13(15,16)17)6-10(18)7-9/h5-7H,18H2,1-4H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.014063,0.014711,-0.038832,0.052895,0.050022,-0.040991,0.091012,-0.17568,0.21065,0.023262,-0.090518,0.11378,-0.341386,-0.472685,0.131299,1,80,5,5,0,6,6,1,2.494335041,1.359456,2.237016257,5,24,18.23,4,26.78333333,1,1,0,1,2,317,6,47.35586662,4.715338761,5.576334875,12.6603121,32,36.7321,6,1,8.238502208,148,0
"InChI=1S/C7H6F3N/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4H,11H2","InChI=1S/C13H17BF3NO2/c1-11(2)12(3,4)20-14(19-11)10-6-5-8(18)7-9(10)13(15,16)17/h5-7H,18H2,1-4H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.01124,-0.009416,-0.06013,0.04889,-0.034861,-0.144071,0.10921,-0.22157,0.22477,0.003845,-0.120312,0.124157,-0.025017,-0.163247,0.13823,1,80,5,5,0,6,6,1,2.423622822,1.359456,2.237016257,5,30,18.23,5,26.78333333,1,1,0,1,2,317,6,47.35586662,4.715338761,5.576334875,12.6603121,32,36.7321,6,1,8.158562286,148,0
"InChI=1S/C7H6F3N/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4H,11H2","InChI=1S/C13H17BF3NO2/c1-11(2)12(3,4)20-14(19-11)10-8(13(15,16)17)6-5-7-9(10)18/h5-7H,18H2,1-4H3",1,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.014688,-0.002505,-0.062187,0.047499,-0.104169,-0.263187,0.159018,-0.22949,0.21922,-0.014071,-0.129932,0.115861,0.646903,0.525904,0.120999,1,80,5,5,0,6,6,1,3.551475468,1.359456,2.237016257,5,19,18.23,3,26.78333333,1,1,0,1,2,317,6,47.35586662,4.715338761,5.576334875,12.6603121,32,36.7321,6,1,8.654260578,148,0
"InChI=1S/C8H5NO/c9-5-7-1-3-8(6-10)4-2-7/h1-4,6H","InChI=1S/C14H16BNO3/c1-13(2)14(3,4)19-15(18-13)12-7-10(9-17)5-6-11(12)8-16/h5-7,9H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.042459,0.047676,-0.021574,0.064033,0.036204,-0.077935,0.114139,-0.1547,0.22653,0.052917,-0.081331,0.134247,-0.168197,-0.317017,0.14882,1,90,4,4,0,6,6,1,2.484282037,1.359456,2.173831978,4,21,17.15,4,22.24285714,2,3,0,0,0,287,6,48.28489211,5.262225875,3.867989464,14.04907234,24,38.3636,6,1,8.715041177,125,1
"InChI=1S/C8H5NO/c9-5-7-1-3-8(6-10)4-2-7/h1-4,6H","InChI=1S/C14H16BNO3/c1-13(2)14(3,4)19-15(18-13)12-7-10(8-16)5-6-11(12)9-17/h5-7,9H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.047396,0.055329,-0.015388,0.062784,0.061374,-0.044954,0.106329,-0.14771,0.23665,0.067826,-0.077089,0.144915,0.251095,0.085692,0.165403,1,90,4,4,0,6,6,1,2.484282037,1.359456,2.173831978,4,21,17.15,4,22.24285714,2,3,0,0,0,287,6,48.28489211,5.262225875,3.867989464,14.04907234,24,38.3636,6,1,8.715041177,125,0
"InChI=1S/C8H5NO/c9-5-7-1-3-8(6-10)4-2-7/h1-4,6H","InChI=1S/C14H16BNO3/c1-13(2)14(3,4)19-15(18-13)12(17)11-7-5-10(9-16)6-8-11/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.186789,0.238124,0.140006,0.046783,0.402528,0.394639,0.007889,0.41735,0.11291,0.344557,0.260391,0.084167,0.05133,-0.056224,0.107554,1,90,4,4,0,6,6,1,3.413451373,1.359456,2.173831978,4,21,17.15,5,22.24285714,2,3,0,0,0,287,6,48.28489211,5.262225875,3.867989464,14.04907234,24,38.3636,6,1,8.891459727,125,0
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,"InChI=1S/C13H16BClO3/c1-12(2)13(3,4)18-14(17-12)10-5-9(8-16)6-11(15)7-10/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.027963,0.028535,-0.030352,0.058315,0.009976,-0.096574,0.10655,-0.18612,0.21623,0.027459,-0.094147,0.121606,-0.177595,-0.31948,0.141885,1,90,3,3,0,6,6,1,2.469926037,1.359456,1.983690328,3,18,15.94,4,19.15,1,2,0,0,0,176,6,46.43423184,4.475500035,4.247738823,14.09289443,22,37.4468,6,1,8.622171125,88,1
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,"InChI=1S/C13H16BClO3/c1-12(2)13(3,4)18-14(17-12)10-6-5-9(8-16)7-11(10)15/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.030474,0.0328,-0.030219,0.060693,0.020065,-0.085846,0.105911,-0.19672,0.22659,0.050017,-0.081887,0.131904,-0.500119,-0.657412,0.157294,1,90,3,3,0,6,6,1,2.721485037,1.359456,1.983690328,3,16,15.94,3,19.15,1,2,0,0,0,176,6,46.43423184,4.475500035,4.247738823,14.09289443,22,37.4468,6,1,8.89678779,88,0
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,"InChI=1S/C13H16BClO3/c1-12(2)13(3,4)18-14(17-12)11-6-5-10(15)7-9(11)8-16/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.033986,0.041606,-0.02448,0.058467,0.041236,-0.06163,0.102866,-0.1561,0.23224,0.05594,-0.083138,0.139079,0.188908,0.030128,0.15878,1,90,3,3,0,6,6,1,1.968340074,1.359456,1.983690328,3,20,15.94,4,19.15,1,2,0,0,0,176,6,46.43423184,4.475500035,4.247738823,14.09289443,22,37.4468,6,1,9.631813885,88,0
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,"InChI=1S/C13H16BClO3/c1-12(2)13(3,4)18-14(17-12)11(16)9-6-5-7-10(15)8-9/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.182711,0.234073,0.137831,0.04488,0.41183,0.404193,0.007637,0.42022,0.11091,0.342114,0.260755,0.081359,-0.152207,-0.257306,0.1051,1,90,3,3,0,6,6,1,3.446309037,1.359456,1.983690328,3,15,15.94,3,19.15,1,2,0,0,0,176,6,46.43423184,4.475500035,4.247738823,14.09289443,22,37.4468,6,1,8.690795024,88,0
InChI=1S/C7H5ClO/c8-7-3-1-2-6(4-7)5-9/h1-5H,"InChI=1S/C13H16BClO3/c1-12(2)13(3,4)18-14(17-12)11-9(8-16)6-5-7-10(11)15/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.022421,0.028255,-0.034719,0.05714,-0.040729,-0.147751,0.107662,-0.18877,0.2262,0.031186,-0.090363,0.128383,-0.651693,-0.794093,0.152569,1,90,3,3,0,6,6,1,1.968340074,1.359456,1.983690328,3,20,15.94,4,19.15,1,2,0,0,0,176,6,46.43423184,4.475500035,4.247738823,14.09289443,22,37.4468,6,1,9.631813885,88,0
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3","InChI=1S/C15H21BO5/c1-14(2)15(3,4)21-16(20-14)11-7-10(9-17)13(19-6)12(8-11)18-5/h7-9H,1-6H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.008011,0.008742,-0.044941,0.052952,-0.023867,-0.135613,0.111746,-0.2079,0.21241,0.008156,-0.10725,0.115406,0.021278,-0.112898,0.134175,1,90,6,6,0,6,6,1,2.488827037,1.359456,2.523839199,6,30,28.85,5,30.23333333,3,6,0,0,0,425,6,56.31574837,5.233086211,4.807348893,17.26980852,30,45.5684,6,3,8.541939081,190,1
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3","InChI=1S/C15H21BO5/c1-14(2)15(3,4)21-16(20-14)10-19-12-8-6-7-11(9-17)13(12)18-5/h6-9H,10H2,1-5H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.119304,0.178825,-0.012363,0.040416,0.242581,0.258132,-0.023481,-0.20162,0.16831,0.250802,-0.074067,0.097545,0.237386,-0.230202,0.141546,1,90,6,6,0,6,6,1,0.868655706,1.116290667,2.523839199,6,40,28.85,5,30.23333333,3,6,0,0,0,425,6,56.31574837,5.233086211,4.807348893,17.26980852,30,45.5684,6,3,8.373052206,190,0
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3","InChI=1S/C15H21BO5/c1-14(2)15(3,4)21-16(20-14)10-19-13-11(9-17)7-6-8-12(13)18-5/h6-9H,10H2,1-5H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.1243,0.184902,-0.010619,0.041807,0.247759,0.261755,-0.02627,-0.20381,0.16903,0.257328,-0.077754,0.098959,0.247615,-0.232667,0.145275,1,90,6,6,0,6,6,1,2.388173074,1.359456,2.523839199,6,32,28.85,5,30.23333333,3,6,0,0,0,425,6,56.31574837,5.233086211,4.807348893,17.26980852,30,45.5684,6,3,8.299805315,190,0
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3","InChI=1S/C15H21BO5/c1-14(2)15(3,4)21-16(20-14)11-8-7-10(9-17)12(18-5)13(11)19-6/h7-9H,1-6H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.016662,0.025213,-0.040621,0.057283,-0.012459,-0.138662,0.126203,-0.20059,0.22084,0.024314,-0.099905,0.12422,0.155116,0.018823,0.136293,1,90,6,6,0,6,6,1,1.987241074,1.359456,2.523839199,6,32,28.85,5,30.23333333,3,6,0,0,0,425,6,56.31574837,5.233086211,4.807348893,17.26980852,30,45.5684,6,3,9.751622574,190,0
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3","InChI=1S/C15H21BO5/c1-14(2)15(3,4)21-16(20-14)11-7-8-12(18-5)13(19-6)10(11)9-17/h7-9H,1-6H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.022163,0.030823,-0.03188,0.054044,0.037304,-0.086345,0.123649,-0.154,0.23078,0.050086,-0.086591,0.136677,-0.322014,-0.478948,0.156934,1,90,6,6,0,6,6,1,2.456105706,1.359456,2.523839199,6,30,28.85,5,30.23333333,3,6,0,0,0,425,6,56.31574837,5.233086211,4.807348893,17.26980852,30,45.5684,6,3,8.723459474,190,0
"InChI=1S/C9H10O3/c1-11-8-5-3-4-7(6-10)9(8)12-2/h3-6H,1-2H3","InChI=1S/C15H21BO5/c1-14(2)15(3,4)21-16(20-14)13(17)10-8-7-9-11(18-5)12(10)19-6/h7-9H,1-6H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.173808,0.230446,0.1312,0.042608,0.523772,0.558528,-0.034756,0.41341,0.12953,0.350988,0.250674,0.100314,0.236672,0.116351,0.120321,1,90,6,6,0,6,6,1,3.509827074,1.359456,2.523839199,6,24,28.85,4,30.23333333,3,6,0,0,0,425,6,56.31574837,5.233086211,4.807348893,17.26980852,30,45.5684,6,3,8.91651144,190,0
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H","InChI=1S/C14H16BNO3/c1-13(2)14(3,4)19-15(18-13)12-6-10(8-16)5-11(7-12)9-17/h5-7,9H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.034648,0.035197,-0.026876,0.061524,0.026267,-0.080293,0.10656,-0.19691,0.21996,0.031912,-0.094125,0.126037,0.069912,-0.075673,0.145585,1,90,4,4,0,6,6,1,2.463825211,1.359456,2.246450051,4,23,17.26,5,22.38333333,2,3,0,0,0,263,6,48.29187793,4.762745822,3.924636311,14.04895384,24,38.3636,6,1,8.794033419,121,1
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H","InChI=1S/C14H16BNO3/c1-13(2)14(3,4)19-15(18-13)12-6-5-10(9-17)7-11(12)8-16/h5-7,9H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.055459,0.06059,-0.01007,0.065528,0.010112,-0.108712,0.118824,-0.12422,0.22538,0.067916,-0.067425,0.135341,-0.142617,-0.29497,0.152353,1,90,4,4,0,6,6,1,2.45640109,1.359456,2.246450051,4,23,17.26,5,22.38333333,2,3,0,0,0,263,6,48.29187793,4.762745822,3.924636311,14.04895384,24,38.3636,6,1,8.691867571,121,0
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H","InChI=1S/C14H16BNO3/c1-13(2)14(3,4)19-15(18-13)12-6-5-10(8-16)7-11(12)9-17/h5-7,9H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.052897,0.060656,-0.009605,0.062503,0.057706,-0.044905,0.102611,-0.12959,0.2341,0.075185,-0.069049,0.144234,0.029178,-0.137471,0.16665,1,90,4,4,0,6,6,1,2.590410579,1.359456,2.246450051,4,19,17.26,3,22.38333333,2,3,0,0,0,263,6,48.29187793,4.762745822,3.924636311,14.04895384,24,38.3636,6,1,8.987263087,121,0
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H","InChI=1S/C14H16BNO3/c1-13(2)14(3,4)19-15(18-13)12-10(8-16)6-5-7-11(12)9-17/h5-7,9H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.046675,0.055305,-0.015105,0.06178,-0.064731,-0.185921,0.126963,-0.11606,0.22471,0.055727,-0.07559,0.131316,-1.292057,-1.441662,0.149606,1,90,4,4,0,6,6,1,2.208447336,1.293632667,2.246450051,4,25,17.26,5,22.38333333,2,3,0,0,0,263,6,48.29187793,4.762745822,3.924636311,14.04895384,24,38.3636,6,1,10.96954411,121,0
"InChI=1S/C8H5NO/c9-5-7-2-1-3-8(4-7)6-10/h1-4,6H","InChI=1S/C14H16BNO3/c1-13(2)14(3,4)19-15(18-13)12(17)11-7-5-6-10(8-11)9-16/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.188474,0.239841,0.140614,0.04786,0.402458,0.392924,0.009535,0.42036,0.11439,0.346697,0.261257,0.085439,0.072794,-0.036503,0.109297,1,90,4,4,0,6,6,1,3.439382778,1.359456,2.246450051,4,19,17.26,4,22.38333333,2,3,0,0,0,263,6,48.29187793,4.762745822,3.924636311,14.04895384,24,38.3636,6,1,8.84902663,121,0
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3","InChI=1S/C15H21BO3/c1-6-12-8-7-11(10-17)9-13(12)16-18-14(2,3)15(4,5)19-16/h7-10H,6H2,1-5H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.00687,0.01015,-0.042822,0.049692,-0.06843,-0.189762,0.121332,-0.20517,0.20767,-0.004073,-0.110621,0.106548,-0.185963,-0.307377,0.121415,1,90,4,4,0,6,6,1,2.495372111,1.359456,2.173831978,4,21,20.83,4,22.24285714,1,2,0,0,0,287,6,50.56806056,5.485489329,5.134318647,15.83918718,24,42.2842,6,2,8.299616221,125,1
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3","InChI=1S/C15H21BO3/c1-11(13-8-6-12(10-17)7-9-13)16-18-14(2,3)15(4,5)19-16/h6-11H,1-5H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.028325,0.033259,-0.051867,0.039722,0.012419,0.025889,-0.009042,-0.40379,0.20395,0.034863,-0.147439,0.090261,0.185731,-0.084902,0.131964,1,90,4,4,0,6,6,1,2.495372111,1.359456,2.173831978,4,21,20.83,4,22.24285714,1,2,0,0,0,287,6,50.56806056,5.485489329,5.134318647,15.83918718,24,42.2842,6,2,8.299616221,125,0
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3","InChI=1S/C15H21BO3/c1-6-11-7-8-12(10-17)13(9-11)16-18-14(2,3)15(4,5)19-16/h7-10H,6H2,1-5H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.029725,0.037279,-0.025302,0.055027,0.066199,-0.020864,0.087062,-0.14256,0.22767,0.050977,-0.08231,0.133287,0.115049,-0.038398,0.153447,1,90,4,4,0,6,6,1,1.945032704,1.359456,2.173831978,4,27,20.83,6,22.24285714,1,2,0,0,0,287,6,50.56806056,5.485489329,5.134318647,15.83918718,24,42.2842,6,2,9.598760193,125,0
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3","InChI=1S/C15H21BO3/c1-6-11-7-9-12(10-8-11)13(17)16-18-14(2,3)15(4,5)19-16/h7-10H,6H2,1-5H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.169827,0.221001,0.130184,0.039643,0.417889,0.428299,-0.01041,0.41788,0.10579,0.33117,0.256537,0.074633,-0.019509,-0.11654,0.097031,1,90,4,4,0,6,6,1,3.432403669,1.359456,2.173831978,4,21,20.83,5,22.24285714,1,2,0,0,0,287,6,50.56806056,5.485489329,5.134318647,15.83918718,24,42.2842,6,2,8.433912055,125,0
"InChI=1S/C9H10O/c1-2-8-3-5-9(7-10)6-4-8/h3-7H,2H2,1H3","InChI=1S/C15H21BO3/c1-14(2)15(3,4)19-16(18-14)10-9-12-5-7-13(11-17)8-6-12/h5-8,11H,9-10H2,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.014745,0.019528,-0.09673,0.038753,0.026769,0.122026,-0.017126,-0.56407,0.202,0.018114,-0.25242,0.090054,-0.117303,-0.537237,0.141846,1,90,4,4,0,6,6,1,2.350443074,1.116290667,2.173831978,4,27,20.83,6,22.24285714,1,2,0,0,0,287,6,50.56806056,5.485489329,5.134318647,15.83918718,24,42.2842,6,2,8.036102763,125,0
InChI=1S/C7H5FO/c8-7-3-1-6(5-9)2-4-7/h1-5H,"InChI=1S/C13H16BFO3/c1-12(2)13(3,4)18-14(17-12)10-7-9(8-16)5-6-11(10)15/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.01747,0.01844,-0.046729,0.064199,-0.090781,-0.245034,0.154253,-0.2645,0.23019,0.016733,-0.1175,0.134232,0.321824,0.17551,0.146314,1,90,3,3,0,6,6,1,2.41100737,1.359456,1.938134885,3,18,15.85,4,19.06666667,1,2,0,0,0,187,6,43.41739727,4.652980361,3.857908231,11.90263255,22,32.8584,6,1,8.823843346,90,1
InChI=1S/C7H5FO/c8-7-3-1-6(5-9)2-4-7/h1-5H,"InChI=1S/C13H16BFO3/c1-12(2)13(3,4)18-14(17-12)11(16)9-5-7-10(15)8-6-9/h5-8H,1-4H3",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.174855,0.226075,0.132553,0.042302,0.447284,0.466081,-0.018796,0.41762,0.10861,0.335864,0.257962,0.077902,-0.057522,-0.157963,0.100441,1,90,3,3,0,6,6,1,3.370834074,1.359456,1.938134885,3,16,15.85,4,19.06666667,1,2,0,0,0,187,6,43.41739727,4.652980361,3.857908231,11.90263255,22,32.8584,6,1,8.569046668,90,0
