,Substrate,,Product,Boronic Ester,Active Catalyst-Ligand,Catalyst,Ligand,Buried_Vol,PyramidalizationAR,PyramidalizationG,SASA_area,SASA_vol,Sterimol_L,SterimolB_1,Sterimol_B_5,Buried_Sterimol_L,Buried_SterimolB_1,Buried_Sterimol_B_5,Hirshfeld Heavy Atom Charge,CM5 Charge,Hirshfeld Carbon Charge,Hirshfeld Hydrogen Charge,ESP Heavy Atom Charge,ESP Carbon Charge,ESP Hydrogen Charge,NPA Carbon Charge,NPA Hydrogen Charge,MBS Heavy Atom Charge,MBS Carbon Charge,MBS Hydrogen Charge,Mulliken Heavy Charge,Mulliken Carbon Charge,Mulliken Hydrogen Charge,Solvent,Temp,Aliphatic Atom Count,Aliphatic Bond Count,Aliphatic Ring Count,Aromatic Atom Count,Aromatic Bond Count,Aromatic Ring Count,Steric Effect Index,Atomic_Polarizability,Balaban Index,Chain Atom Count,Distance Degree,Dreiding Energy,Eccentricity,Harary Index,Hydrogen Acceptor Count,Hydrogen Acceptor Site Count,Heteroatom Aromatic Ring Count,Hydrogen Donor Count,Hydrogen Donor Site Count,Hyper Wiener Index,Largest Ring Size,Max Projection Area,Max Projection Radius,MaxZ,Moleculare Polarizability,Platt Index,Refractivity,Ring Atom Count,Rot Bond Count,Sigma Electronegativity,Wiener Index,Product_Ratio
25,"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",,"InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)20-12-8-6-10-17(20)16-33-24(31)29-22(23(30)32-5)14-18-15-28-21-13-9-7-11-19(18)21/h6-13,15,22,28H,14,16H2,1-5H3,(H,29,31)/t22-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.005786,0.00974,-0.042701,0.048488,-0.027694,-0.134409,0.106715,-0.18678,0.2065,0.003415,-0.102149,0.105564,-0.011348,-0.124483,0.113134,1,60,11,12,0,15,16,3,2.571839988,1.359456,1.470548785,11,144,65.31,12,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.42028076,1838,0
26,"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",,"InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)19-10-8-9-17(13-19)16-33-24(31)29-22(23(30)32-5)14-18-15-28-21-12-7-6-11-20(18)21/h6-13,15,22,28H,14,16H2,1-5H3,(H,29,31)/t22-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.004779,0.004919,-0.044353,0.049132,0.006285,-0.073767,0.080052,-0.20023,0.20754,0.004479,-0.104346,0.108825,-0.211461,-0.339711,0.12825,1,60,11,12,0,15,16,3,2.36457889,1.359456,1.470548785,11,183,65.31,13,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.249654827,1838,0
27,"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",,"InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)19-12-10-17(11-13-19)16-33-24(31)29-22(23(30)32-5)14-18-15-28-21-9-7-6-8-20(18)21/h6-13,15,22,28H,14,16H2,1-5H3,(H,29,31)/t22-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.006089,0.006129,-0.04312,0.049209,0.002178,-0.082671,0.084849,-0.19839,0.2074,0.007213,-0.101472,0.108685,0.035162,-0.093135,0.128297,1,60,11,12,0,15,16,3,2.36457889,1.359456,1.470548785,11,183,65.31,13,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.249654827,1838,0
28,"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",,"InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)22-19(18-13-9-10-14-20(18)28-22)15-21(23(30)32-5)29-24(31)33-16-17-11-7-6-8-12-17/h6-14,21,28H,15-16H2,1-5H3,(H,29,31)/t21-/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.04897,0.128887,-0.008886,0.057857,0.162183,0.039367,0.122817,0.009,0.21221,0.116199,-0.013746,0.129945,0.073179,-0.058535,0.131714,1,60,11,12,0,15,16,3,2.170572331,1.116290667,1.470548785,11,129,65.31,10,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.747066584,1838,0
29,"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",,"InChI=1S/C26H31BN2O6/c1-25(2)26(3,4)35-27(34-25)21(19-15-28-20-14-10-9-13-18(19)20)22(23(30)32-5)29-24(31)33-16-17-11-7-6-8-12-17/h6-15,21-22,28H,16H2,1-5H3,(H,29,31)/t21?,22-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.026858,0.053415,-0.056513,0.040872,0.158224,0.320636,-0.090895,-0.39278,0.22705,0.063222,-0.153651,0.11318,-0.175947,-0.504243,0.174487,1,60,11,12,0,15,16,3,3.456827683,1.359456,1.470548785,11,143,65.31,11,93.09153069,4,7,1,2,2,7763,6,91.03183891,7.11057015,8.701990181,38.5319438,80,97.4425,15,8,8.388492789,1838,0
30,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-20-18-32-16-15-25(34-40-30(4,5)31(6,7)41-34)36-19-17-33(28(32)36)23-13-11-12-14-24(23)35-26(33)22(21-32)27(37)38-8/h11-16,25,28,35H,17-21H2,1-10H3/t25?,28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.056396,0.142948,-0.011107,0.024126,0.319528,0.412695,-0.068013,-0.18844,0.17257,0.133229,-0.029277,0.064888,0.161802,-0.117131,0.131269,1,23,27,31,4,6,6,1,2.547074309,1.116290667,1.452558572,14,157,165.72,9,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,7.981658846,2763,0
31,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-20-17-32-15-12-18-36-19-16-33(28(32)36)25-23(34-40-30(4,5)31(6,7)41-34)13-11-14-24(25)35-26(33)22(21-32)27(37)38-8/h11-15,28,35H,16-21H2,1-10H3/t28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.000998,0.003101,-0.047483,0.046485,0.001587,-0.115878,0.117465,-0.19126,0.21035,-0.001733,-0.109108,0.107375,-0.425674,-0.548921,0.123247,1,23,27,31,4,6,6,1,2.592430993,1.359456,1.452558572,14,185,165.72,11,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,8.244914755,2763,0
32,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-18-16-32-19-22(34-40-30(4,5)31(6,7)41-34)21-36-17-15-33(28(32)36)24-13-11-12-14-25(24)35-26(33)23(20-32)27(37)38-8/h11-14,19,28,35H,15-18,20-21H2,1-10H3/t28-,32-,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.016252,-0.015024,-0.058015,0.041763,-0.16505,-0.26711,0.102061,-0.19365,0.20107,-0.02763,-0.127024,0.099395,-0.323544,-0.447499,0.123955,1,23,27,31,4,6,6,1,2.688432961,1.359456,1.452558572,14,167,165.72,10,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,8.279365139,2763,0
33,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-19-16-32-14-11-17-36-18-15-33(28(32)36)24-20-22(34-40-30(4,5)31(6,7)41-34)12-13-25(24)35-26(33)23(21-32)27(37)38-8/h11-14,20,28,35H,15-19,21H2,1-10H3/t28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.01642,-0.016173,-0.060814,0.044394,-0.076502,-0.174978,0.098476,-0.2245,0.20771,-0.01528,-0.12176,0.10648,-0.432952,-0.557818,0.124866,1,23,27,31,4,6,6,1,2.422719515,1.359456,1.452558572,14,212,165.72,12,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,8.209292596,2763,0
34,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-20-17-32-21-22(27(37)38-8)26-33(23-13-11-12-14-24(23)35-26)16-19-36(28(32)33)18-15-25(32)34-40-30(4,5)31(6,7)41-34/h11-15,28,35H,16-21H2,1-10H3/t28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.010465,-0.002046,-0.048175,0.03771,-0.122628,-0.278615,0.155987,-0.17725,0.22557,-0.004234,-0.126262,0.122028,0.261667,0.085932,0.175735,1,23,27,31,4,6,6,1,2.860647811,1.116290667,1.452558572,14,146,165.72,9,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,7.761538074,2763,0
35,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-19-16-32-14-11-17-36-18-15-33(28(32)36)24-13-12-22(34-40-30(4,5)31(6,7)41-34)20-25(24)35-26(33)23(21-32)27(37)38-8/h11-14,20,28,35H,15-19,21H2,1-10H3/t28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.000768,-0.000195,-0.048207,0.047439,0.071764,-0.012853,0.084617,-0.18805,0.2072,0.008864,-0.099472,0.108336,-0.057142,-0.183953,0.126811,1,23,27,31,4,6,6,1,2.531546821,1.359456,1.452558572,14,164,165.72,8,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,8.093937377,2763,0
36,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-20-17-32-15-12-18-36-19-16-33(28(32)36)23-13-11-14-24(34-40-30(4,5)31(6,7)41-34)25(23)35-26(33)22(21-32)27(37)38-8/h11-15,28,35H,16-21H2,1-10H3/t28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.01709,-0.008229,-0.064274,0.047183,-0.208547,-0.363781,0.155234,-0.24329,0.21111,-0.030238,-0.136685,0.106447,-0.492222,-0.60243,0.110207,1,23,27,31,4,6,6,1,2.831227768,1.359456,1.452558572,14,140,165.72,7,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,8.079774897,2763,1
37,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(8,9)39-20-17-32-15-12-18-36-19-16-33(28(32)36)24-13-10-11-14-25(24)35-26(33)23(21-32)27(37)38-22-34-40-30(4,5)31(6,7)41-34/h10-15,28,35H,16-22H2,1-9H3/t28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.127587,0.189743,-0.014201,0.04625,0.199788,-0.022546,0.070819,-0.21035,0.18522,0.26941,-0.077963,0.11681,0.299916,-0.178846,0.166535,1,23,27,31,4,6,6,1,4.241874822,1.116290667,1.452558572,14,208,165.72,11,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,7.53701422,2763,0
38,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,22-34-40-30(4,5)31(6,7)41-34)39-20-17-32-15-12-18-36-19-16-33(28(32)36)24-13-10-11-14-25(24)35-26(33)23(21-32)27(37)38-8/h10-15,28,35H,16-22H2,1-9H3/t28-,32+,33-,42?/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.091433,-0.033724,-0.214057,0.042903,-0.173311,-0.415944,0.075229,-1.1182,0.23269,-0.146882,-0.444039,0.097407,-0.440367,-1.006807,0.183934,1,23,27,31,4,6,6,1,2.460867147,1.359456,1.452558572,14,194,165.72,11,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,8.022212105,2763,0
39,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,22-34-40-30(3,4)31(5,6)41-34)42(8,9)39-20-17-32-15-12-18-36-19-16-33(28(32)36)24-13-10-11-14-25(24)35-26(33)23(21-32)27(37)38-7/h10-15,28,35H,16-22H2,1-9H3/t28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,-0.004843,0.012068,-0.100878,0.034758,-0.128696,-0.12821,-0.000619,-0.57368,0.2029,-0.021825,-0.259349,0.083287,-0.081728,-0.506927,0.148731,1,23,27,31,4,6,6,1,1.868128024,1.116290667,1.452558572,14,233,165.72,12,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,7.426778222,2763,0
40,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-25(34-40-30(4,5)31(6,7)41-34)21-32-16-13-18-36-19-17-33(28(32)36)23-14-11-12-15-24(23)35-26(33)22(20-32)27(37)38-8/h11-16,25,28,35H,17-21H2,1-10H3/t25?,28-,32-,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.087469,0.12649,0.023119,0.031869,0.339655,0.424654,-0.00161,-0.01096,0.1617,0.208752,0.038703,0.080627,-0.412584,-0.720335,0.156002,1,23,27,31,4,6,6,1,3.023362912,1.116290667,1.452558572,14,127,165.72,7,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,7.890396303,2763,0
41,"InChI=1S/C27H38N2O3Si/c1-25(2,3)33(5,6)32-17-14-26-12-9-15-29-16-13-27(24(26)29)20-10-7-8-11-21(20)28-22(27)19(18-26)23(30)31-4/h7-12,24,28H,13-18H2,1-6H3/t24-,26+,27-/m0/s1",,"InChI=1S/C33H49BN2O5Si/c1-29(2,3)42(9,10)39-21-18-32-16-13-19-36-20-17-33(28(32)36)22-14-11-12-15-23(22)35-26(33)24(27(37)38-8)25(32)34-40-30(4,5)31(6,7)41-34/h11-16,25,28,35H,17-21H2,1-10H3/t25?,28-,32+,33-/m0/s1",2,5,6,6,31,1.005835671,10.00822993,875.3439135,1697.282211,8.602930677,5.099262904,7.832923246,7.116061716,5.099262904,7.370866943,0.004657,0.033795,-0.064655,0.037291,0.154296,0.261501,-0.00361,-0.3929,0.23725,0.05256,-0.163874,0.111855,-0.350164,-0.723357,0.195315,1,23,27,31,4,6,6,1,3.915340463,1.359456,1.452558572,14,129,165.72,8,150.2127345,4,6,0,1,1,10558,6,114.9316784,8.147176045,11.34647089,52.6545701,126,133.0246,19,7,9.47477364,2763,0
42,"InChI=1S/C7H4BrF3/c8-6-3-1-2-5(4-6)7(9,10)11/h1-4H",,"InChI=1S/C13H15BBrF3O2/c1-11(2)12(3,4)20-14(19-11)9-5-8(13(16,17)18)6-10(15)7-9/h5-7H,1-4H3",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.030252,0.030728,-0.029129,0.05938,0.000388,-0.110175,0.110563,-0.18018,0.21779,0.031105,-0.091845,0.12295,-0.040657,-0.18339,0.142733,5,25,5,5,0,6,6,1,2.535951078,1.359456,2.237016257,5,24,17.19,4,26.78333333,0,0,0,0,0,317,6,48.67048037,4.850321722,5.038945422,14.65581426,32,39.6545,6,1,8.561150855,148,1
43,"InChI=1S/C7H4BrF3/c8-6-3-1-2-5(4-6)7(9,10)11/h1-4H",,"InChI=1S/C13H15BBrF3O2/c1-11(2)12(3,4)20-14(19-11)10-6-5-8(15)7-9(10)13(16,17)18/h5-7H,1-4H3",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.021149,0.023062,-0.035851,0.057,0.042984,-0.069709,0.112693,-0.17983,0.22884,0.041058,-0.091466,0.132524,-0.026409,-0.174771,0.148362,5,25,5,5,0,6,6,1,2.756551118,1.359456,2.237016257,5,30,17.19,5,26.78333333,0,0,0,0,0,317,6,48.67048037,4.850321722,5.038945422,14.65581426,32,39.6545,6,1,8.482279651,148,0
44,"InChI=1S/C7H4BrF3/c8-6-3-1-2-5(4-6)7(9,10)11/h1-4H",,"InChI=1S/C13H15BBrF3O2/c1-11(2)12(3,4)20-14(19-11)9-6-5-8(7-10(9)15)13(16,17)18/h5-7H,1-4H3",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.049291,0.053028,-0.017625,0.066916,0.059345,-0.00744,0.066785,-0.20882,0.22782,0.055086,-0.077894,0.13298,-0.052958,-0.206493,0.153535,5,25,5,5,0,6,6,1,2.920055078,1.359456,2.237016257,5,22,17.19,3,26.78333333,0,0,0,0,0,317,6,48.67048037,4.850321722,5.038945422,14.65581426,32,39.6545,6,1,8.777996057,148,0
45,"InChI=1S/C7H4BrF3/c8-6-3-1-2-5(4-6)7(9,10)11/h1-4H",,"InChI=1S/C13H15BBrF3O2/c1-11(2)12(3,4)20-14(19-11)10-8(13(16,17)18)6-5-7-9(10)15/h5-7H,1-4H3",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.043969,0.049599,-0.022124,0.066093,0.061473,-0.025674,0.087147,-0.2021,0.2421,0.065725,-0.079433,0.145158,0.024957,-0.13769,0.162647,5,25,5,5,0,6,6,1,3.650120889,1.359456,2.237016257,5,19,17.19,3,26.78333333,0,0,0,0,0,317,6,48.67048037,4.850321722,5.038945422,14.65581426,32,39.6545,6,1,8.770835197,148,0
46,"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",,"InChI=1S/C27H41BN2O4/c1-24(2,3)32-23(31)30-13-9-11-20-19-14-18(17-28-33-25(4,5)26(6,7)34-28)16-27(20,30)21-10-8-12-29-22(21)15-19/h8,10,12,18-20H,9,11,13-17H2,1-7H3/t18-,19+,20-,27-/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.003127,0.009225,-0.099538,0.035419,-0.132158,-0.270147,0.053043,-0.56192,0.20141,-0.008104,-0.254765,0.083778,-0.152503,-0.587033,0.145605,1,80,19,22,3,6,6,1,1.443579015,1.116290667,1.530199055,8,136,100.02,9,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,7.655035639,1250,0
47,"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",,"InChI=1S/C27H41BN2O4/c1-17-16-27-19(12-10-14-30(27)23(31)32-24(2,3)4)18(15-21-20(27)11-9-13-29-21)22(17)28-33-25(5,6)26(7,8)34-28/h9,11,13,17-19,22H,10,12,14-16H2,1-8H3/t17-,18-,19+,22-,27+/m0/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.000772,0.007205,-0.063344,0.030791,-0.237205,-0.292929,0.012824,-0.37044,0.19495,-0.004751,-0.149867,0.069829,-0.52576,-0.815937,0.143303,1,80,19,22,3,6,6,1,2.772251679,1.116290667,1.530199055,8,98,100.02,8,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.381909143,1250,0
48,"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",,"InChI=1S/C27H41BN2O4/c1-18-15-19-16-21-20(11-9-13-29-21)27(17-18)26(19,28-33-24(5,6)25(7,8)34-28)12-10-14-30(27)22(31)32-23(2,3)4/h9,11,13,18-19H,10,12,14-17H2,1-8H3/t18-,19+,26+,27+/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.006731,0.014471,-0.025715,0.032446,-0.158491,-0.169069,0.010578,-0.21187,0.20711,0.018365,-0.056427,0.074792,-0.131848,-0.274066,0.142218,1,80,19,22,3,6,6,1,4.021603519,1.359456,1.530199055,8,76,100.02,6,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.625698753,1250,0
49,"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",,"InChI=1S/C27H41BN2O4/c1-17-14-18-15-21-19(10-9-12-29-21)27(16-17)22(18)20(28-33-25(5,6)26(7,8)34-28)11-13-30(27)23(31)32-24(2,3)4/h9-10,12,17-18,20,22H,11,13-16H2,1-8H3/t17-,18+,20-,22+,27+/m1/s1",2,2,6,2,31.3,1.007407269,10.0750729,972.4636489,1848.059175,9.796551091,4.45505795,9.176850355,7.039665579,4.368734745,7.203240956,0.002819,0.011267,-0.064125,0.031345,0.063232,0.143924,-0.048883,-0.38223,0.19751,0.002696,-0.154129,0.07753,0.02019,-0.277765,0.151371,1,80,19,22,3,6,6,1,2.26836653,1.359456,1.530199055,8,127,100.02,9,100.7119048,2,3,2,0,0,3834,6,92.32332271,6.680859234,9.24227785,38.5259625,106,97.7004,17,2,8.739327406,1250,0
