,accuracy_score
1,0.7848837209302325
,accuracy_score
2,0.8173076923076923
,accuracy_score
3,0.7955801104972375
,accuracy_score
4,0.8302752293577982
,accuracy_score
5,0.7955801104972375
,accuracy_score
6,0.8
,accuracy_score
7,0.815
,accuracy_score
8,0.7967032967032966
,accuracy_score
9,0.8121827411167513
,accuracy_score
10,0.8131313131313131
